aid,firstname,lastname,gender,birthdate,deathdate,birthplace,deathplace,nationality,eid,title,venue,startdate,type,paintings,country,city,latitude,longitude,age_at_exhibition,status_at_exhibition
25,George Wesley,Bellows,Male,1882,1925,"Columbus, Ohio",New York,United States,223,VIII. Esposizione d'Arte della Città di Venezia,Città di Venezia,1909,group,1,IT,Venice,45.438611,12.326667,27,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,217,S. V. U. Manes. XXIX. výstava. (Členská),Spolek výtvarných umělců Mánes,1909,group,2,CZ,Prague,50.1,14.4333,26,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,335,S. V. U. Manes. XXXV. výstava. (Členská),Spolek výtvarných umělců Mánes,1911,group,4,CZ,Prague,50.1,14.4333,28,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,416,Umělecká výstava v Obecním domě »u Prašné věže«,Spolek výtvarných umělců Mánes,1912,group,5,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,1257,Výstava „Osmi“,Osma,1908,group,4,CZ,Prague,50.1,14.4333,25,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,416,Umělecká výstava v Obecním domě »u Prašné věže«,Skupina výtvarných umělců,1912,group,5,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,483,II. výstava Skupiny výtvarných umělců,Skupina výtvarných umělců,1912,group,6,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,593,Der Sturm. Achtzehnte Ausstellung: Skupina / Prag,Der Sturm [venues],1913,group,18,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,798,Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen,Der Sturm [venues],1913,group,2,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Städtische Ausstellungshalle am Aachener Tor,1912,group,1,DE,Cologne,50.933333,6.95,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,483,II. výstava Skupiny výtvarných umělců,Obecní dům,1912,group,6,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,416,Umělecká výstava v Obecním domě »u Prašné věže«,Obecní dům,1912,group,5,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,798,Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen,Der Sturm,1913,group,2,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,591,Der Sturm. Erster Deutscher Herbstsalon,Der Sturm,1913,group,3,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,593,Der Sturm. Achtzehnte Ausstellung: Skupina / Prag,Der Sturm,1913,group,18,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,591,Der Sturm. Erster Deutscher Herbstsalon,Lepke-Räume,1913,group,3,DE,Berlin,52.516667,13.4,30,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Sonderbund Westdeutscher Kunstfreunde und Künstler,1912,group,1,DE,Cologne,50.933333,6.95,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,416,Umělecká výstava v Obecním domě »u Prašné věže«,Jednota výtvarných umělců,1912,group,5,CZ,Prague,50.1,14.4333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,485,Neue Kunst. Erste Gesamt-Ausstellung,Hans Goltz,1912,group,2,DE,Munich,48.15,11.583333,29,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,217,S. V. U. Manes. XXIX. výstava. (Členská),Prague (exact location unknown),1909,group,2,CZ,Prague,50.1,14.4333,26,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,335,S. V. U. Manes. XXXV. výstava. (Členská),Pavilon v zahradě Kinských,1911,group,4,CZ,Prague,50.1,14.4333,28,Alive
26,Vincenc,Beneš,Male,1883,1979,Lišice,Prague,Czech Republic,1257,Výstava „Osmi“,Topičův salon,1908,group,4,CZ,Prague,50.1,14.4333,25,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,636,A Művészház nagy kiállitása,Művészház,1914,group,3,HU,Budapest,47.5,19.05,27,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,557,A Művészház nemzetközi Postimpresszionista kiállitása,Művészház,1913,group,2,HU,Budapest,47.5,19.05,26,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Städtische Ausstellungshalle am Aachener Tor,1912,group,2,DE,Cologne,50.933333,6.95,25,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Sonderbund Westdeutscher Kunstfreunde und Künstler,1912,group,2,DE,Cologne,50.933333,6.95,25,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,494,A Nyolcak harmadik tárlata,Nemzeti Szalon,1912,group,13,HU,Budapest,47.5,19.05,25,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,356,Nyolcak kiállitása,Nemzeti Szalon,1911,group,50,HU,Budapest,47.5,19.05,24,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,68,Salon d'Automne. 4e Exposition,Société du Salon d'Automne,1906,group,4,FR,Paris,48.866667,2.333333,19,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,68,Salon d'Automne. 4e Exposition,Grand Palais des Champs Elysées,1906,group,4,FR,Paris,48.866667,2.333333,19,Alive
28,Róbert,Berény,Male,1887,1953,Budapest,Budapest,Hungary,268,Ausstellung Ungarischer Maler,Ausstellungshaus am Kurfürstendamm 208/9,1910,group,1,DE,Berlin,52.516667,13.4,23,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Städtische Ausstellungshalle am Aachener Tor,1912,group,1,DE,Cologne,50.933333,6.95,30,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,349,XXII. Ausstellung der Berliner Secession,Berliner Secession,1911,group,1,DE,Berlin,52.516667,13.4,29,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,1088,Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten,Der Sturm,1912,group,7,DE,Berlin,52.516667,13.4,30,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,2,DE,Berlin,52.516667,13.4,29,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1911,group,2,DE,Berlin,52.516667,13.4,29,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,349,XXII. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,1,DE,Berlin,52.516667,13.4,29,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,400,Der Blaue Reiter. Die Erste Ausstellung der Redaktion,Moderne Galerie (Heinrich Thannhauser),1911,group,6,DE,Munich,48.15,11.583333,29,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,422,Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss,Hans Goltz,1912,group,8,DE,Munich,48.15,11.583333,30,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,1088,Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten,Gilka-Villa,1912,group,7,DE,Berlin,52.516667,13.4,30,Alive
32,Albert,Bloch,Male,1882,1961,St. Louis,"Lawrence, Kansas",United States,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Sonderbund Westdeutscher Kunstfreunde und Künstler,1912,group,1,DE,Cologne,50.933333,6.95,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,461,Les Peintres Futuristes Italiens / Exposition,Galerie Georges Giroux,1912,group,10,BE,Brussels,50.833333,4.333333,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,426,Les Peintres Futuristes italiens,MM. Bernheim-Jeune & Cie,1912,group,10,FR,Paris,48.866667,2.333333,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,1351,Die Futuristen [Wanderausstellung Der Sturm],Gesellschaft zur Förderung moderner Kunst m.b.H.,1912,group,5,DE,Berlin,52.516667,13.4,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,1351,Die Futuristen [Wanderausstellung Der Sturm],Hamburg (exact location unknown),1912,group,5,DE,Hamburg,53.55,10,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,196,Esposizione Annuale d'Arte della Famiglia Artistica,Famiglia Artistica,1909,group,4,IT,Milan,45.466667,9.2,27,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,446,Der Sturm. Zweite Ausstellung. Die Futuristen,Der Sturm,1912,group,10,DE,Berlin,52.516667,13.4,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,1351,Die Futuristen [Wanderausstellung Der Sturm],Der Sturm,1912,group,5,DE,Berlin,52.516667,13.4,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,432,Exhibition of works by the Italian Futurist Painters,Sackville Gallery,1912,group,10,GB,London,51.514248,-0.093145,30,Alive
33,Umberto,Boccioni,Male,1882,1916,Reggio Calabria,Verona,Italy,446,Der Sturm. Zweite Ausstellung. Die Futuristen,Gilka-Villa,1912,group,10,DE,Berlin,52.516667,13.4,30,Alive
35,Oleksandr,Bohomazov,Male,1880,1930,Yampol,Kiev,Ukraine,1476,Звено,Kiev (exact location unknown),1908,group,4,UA,Kiev,50.4333,30.5167,28,Alive
35,Oleksandr,Bohomazov,Male,1880,1930,Yampol,Kiev,Ukraine,140,XV Выставка Картин Московскаго Товарищества Художников,Moscow (exact location unknown),1908,group,1,RU,Moscow,55.75,37.7,28,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,680,Twentieth Century Art. A Review of Modern Movements,Whitechapel Art Gallery,1914,group,5,GB,London,51.514248,-0.093145,24,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,701,Works by David Bomberg,Chenil Gallery,1914,solo,55,GB,London,51.514248,-0.093145,24,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,724,Vorticist Exhibition,Doré Gallery,1915,group,6,GB,London,51.514248,-0.093145,25,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,3,GB,London,51.514248,-0.093145,23,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,New English Art Club,1913,group,1,GB,London,51.514248,-0.093145,23,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,650,The First Exhibition of Works by Members of The London Group,Goupil Gallery,1914,group,5,GB,London,51.514248,-0.093145,24,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,618,Exhibition of the Camden Town Group and Others,Public Art Galleries,1913,group,5,GB,Brighton,50.833333,-0.15,23,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,581,Forty-ninth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,1,GB,London,51.514248,-0.093145,23,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,New English Art Club,1915,group,1,GB,London,51.514248,-0.093145,25,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,619,Fiftieth Exhibition of Modern Pictures. New English Art Club,Galleries of the Royal Society of British Artists,1913,group,3,GB,London,51.514248,-0.093145,23,Alive
36,David,Bomberg,Male,1890,1957,Birmingham,London,United Kingdom,1046,Fifty-Third Exhibition of Modern Picture by the New English Art Club,Galleries of the Royal Society of British Artists,1915,group,1,GB,London,51.514248,-0.093145,25,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,311,Ausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler,Sonderbund Westdeutscher Kunstfreunde und Künstler,1910,group,2,DE,Cologne,50.933333,6.95,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Sonderbund Westdeutscher Kunstfreunde und Künstler,1912,group,7,DE,Cologne,50.933333,6.95,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,314,"Neue Künstlervereinigung München E.V., Turnus 1910-1911. [II. Ausstellung]",Moderne Galerie (Heinrich Thannhauser),1910,group,4,DE,Munich,48.15,11.583333,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,311,Ausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler,Städtischer Kunstpalast,1910,group,2,DE,Dusseldorf,51.216667,6.766667,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Städtische Ausstellungshalle am Aachener Tor,1912,group,7,DE,Cologne,50.933333,6.95,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,1465,VIII. Serie Französische Impressionisten,Kunsthaus Zürich,1908,group,2,CH,Zurich,47.366667,8.55,26,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,931,XIII. Jahrgang. Winter 1910/11. VI. Ausstellung. Neue Künstler-Vereinigung München,Paul Cassirer,1911,group,1,DE,Berlin,52.516667,13.4,29,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,314,"Neue Künstlervereinigung München E.V., Turnus 1910-1911. [II. Ausstellung]",Neue Künstlervereinigung München (N.K.V.M.),1910,group,4,DE,Munich,48.15,11.583333,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,931,XIII. Jahrgang. Winter 1910/11. VI. Ausstellung. Neue Künstler-Vereinigung München,Neue Künstlervereinigung München (N.K.V.M.),1911,group,1,DE,Munich,48.15,11.583333,29,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,489,"Second Post-Impressionist Exhibition. British, French and Russian Artists",Grafton Galleries,1912,group,4,GB,London,51.514248,-0.093145,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,3,LV,Riga,56.95,24.1,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,267,XXXI. výstava S. V. U. Manes. Les indépendants,Pavilon v zahradě Kinských,1910,group,3,CZ,Prague,50.1,14.4333,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,3,RU,Saint Petersburg,59.8833,30.25,27,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,3,RU,Saint Petersburg,59.8833,30.25,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,3,RU,Saint Petersburg,59.8833,30.25,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,3,UA,Kiev,50.4333,30.5167,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,3,UA,Kiev,50.4333,30.5167,27,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,3,UA,Kiev,50.4333,30.5167,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,3,LV,Riga,56.95,24.1,27,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,3,LV,Riga,56.95,24.1,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,384,Internationale Tentoonstelling van Moderne Kunst. Moderne Kunst Kring,Stedelijk Museum,1911,group,6,NL,Amsterdam,52.35,4.916667,29,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,490,"Moderne Kunst Kring (Cercle de l'art moderne). Ouvrages de Peinture, Sculpture, Dessin, Gravure",Stedelijk Museum,1912,group,6,NL,Amsterdam,52.35,4.916667,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,349,XXII. Ausstellung der Berliner Secession,Berliner Secession,1911,group,2,DE,Berlin,52.516667,13.4,29,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,182,Exposition Georges Braque,Galerie Kahnweiler,1908,solo,27,FR,Paris,48.866667,2.333333,26,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,190,Catalogue des Œuvres Exposées,Galerie Notre-Dame-des-Champs,1908,group,6,FR,Paris,48.866667,2.333333,26,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,1088,Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten,Der Sturm,1912,group,2,DE,Berlin,52.516667,13.4,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,3,UA,Odessa,46.5,30.7667,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,3,UA,Odessa,46.5,30.7667,27,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,3,UA,Odessa,46.5,30.7667,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,3,RU,Saint Petersburg,59.8833,30.25,28,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,349,XXII. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,2,DE,Berlin,52.516667,13.4,29,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,422,Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss,Hans Goltz,1912,group,1,DE,Munich,48.15,11.583333,30,Alive
41,Georges,Braque,Male,1882,1963,Argenteuil,Paris,France,485,Neue Kunst. Erste Gesamt-Ausstellung,Hans Goltz,1912,group,3,DE,Munich,48.15,11.583333,30,Alive
